question_key,continent,country,n,emd,correct_answers,predicted_answers
Q107,Asia,Malaysia,1,0.2222222222222222,[0.7777777777777778],[1.0]
Q107,Asia,Pakistan,1,0.2222222222222222,[0.7777777777777778],[1.0]
Q107,Asia,Philippines,1,0.7777777777777778,[0.2222222222222222],[1.0]
Q107,Europe,United Kingdom,6,0.5185185185185186,"[0.3333333333333333, 0.5555555555555556, 0.7777777777777778, 0.5555555555555556, 0.2222222222222222, 0.4444444444444444]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q108,Africa,Kenya,5,0.5555555555555556,"[0.7777777777777778, 0.0, 1.0, 0.4444444444444444, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]"
Q108,Africa,Nigeria,2,1.0,"[0.0, 0.0]","[1.0, 1.0]"
Q108,America,Canada,11,0.5757575757575757,"[0.8888888888888888, 0.1111111111111111, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.8888888888888888, 1.0, 0.4444444444444444, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q108,America,United States,1,0.5555555555555556,[0.4444444444444444],[1.0]
Q108,Asia,Bangladesh,2,0.8333333333333333,"[0.1111111111111111, 0.2222222222222222]","[1.0, 1.0]"
Q108,Asia,Hong Kong,3,0.8518518518518517,"[0.4444444444444444, 0.0, 0.0]","[1.0, 1.0, 1.0]"
Q108,Asia,Malaysia,3,0.3333333333333333,"[0.4444444444444444, 0.8888888888888888, 0.6666666666666666]","[1.0, 1.0, 1.0]"
Q108,Asia,Pakistan,1,0.33333333333333337,[0.6666666666666666],[1.0]
Q108,Asia,Philippines,3,0.4444444444444445,"[0.6666666666666666, 1.0, 0.0]","[1.0, 1.0, 1.0]"
Q108,Europe,United Kingdom,7,0.5238095238095238,"[1.0, 0.2222222222222222, 0.5555555555555556, 0.0, 0.1111111111111111, 0.4444444444444444, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q112,Africa,Kenya,7,0.11111111111111112,"[1.0, 0.8888888888888888, 1.0, 1.0, 0.7777777777777778, 1.0, 0.5555555555555556]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q112,Africa,Nigeria,7,0.11111111111111112,"[0.7777777777777778, 0.7777777777777778, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q112,America,Canada,9,0.40740740740740744,"[0.3333333333333333, 0.6666666666666666, 0.7777777777777778, 0.4444444444444444, 0.4444444444444444, 0.2222222222222222, 0.6666666666666666, 0.7777777777777778, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q112,America,United States,6,0.1851851851851852,"[0.6666666666666666, 1.0, 0.8888888888888888, 1.0, 0.5555555555555556, 0.7777777777777778]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q112,Asia,Bangladesh,3,0.037037037037037056,"[1.0, 1.0, 0.8888888888888888]","[1.0, 1.0, 1.0]"
Q112,Asia,Malaysia,3,0.14814814814814817,"[0.6666666666666666, 1.0, 0.8888888888888888]","[1.0, 1.0, 1.0]"
Q112,Asia,Pakistan,3,0.1851851851851852,"[1.0, 1.0, 0.4444444444444444]","[1.0, 1.0, 1.0]"
Q112,Europe,United Kingdom,6,0.3703703703703704,"[0.6666666666666666, 0.8888888888888888, 0.4444444444444444, 0.4444444444444444, 0.5555555555555556, 0.7777777777777778]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q113,Africa,Kenya,4,0.16666666666666669,"[0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666]","[1.0, 0.0, 0.3333333333333333, 0.6666666666666666]"
Q113,Africa,Nigeria,3,0.3333333333333333,"[0.6666666666666666, 0.6666666666666666, 0.3333333333333333]","[1.0, 0.0, 0.3333333333333333]"
Q113,America,Canada,10,0.06666666666666667,"[0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]","[0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333]"
Q113,America,United States,5,0.4,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 1.0, 1.0]"
Q113,Asia,Bangladesh,4,0.08333333333333333,"[0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333]"
Q113,Asia,Pakistan,2,0.33333333333333337,"[0.3333333333333333, 0.6666666666666666]","[0.6666666666666666, 1.0]"
Q113,Asia,Philippines,1,0.3333333333333333,[0.3333333333333333],[0.6666666666666666]
Q113,Europe,United Kingdom,7,0.19047619047619047,"[0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333]","[0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333]"
Q114,Africa,Kenya,4,0.33333333333333337,"[1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.0, 1.0, 0.6666666666666666, 0.6666666666666666]"
Q114,Africa,Nigeria,5,0.2,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333]","[0.6666666666666666, 1.0, 0.0, 1.0, 0.6666666666666666]"
Q114,America,Canada,12,0.1944444444444445,"[0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[0.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.3333333333333333]"
Q114,America,United States,3,0.3333333333333333,"[0.3333333333333333, 0.3333333333333333, 0.6666666666666666]","[1.0, 0.0, 0.6666666666666666]"
Q114,Asia,Bangladesh,3,0.3333333333333333,"[0.6666666666666666, 0.3333333333333333, 0.3333333333333333]","[1.0, 0.0, 0.6666666666666666]"
Q114,Asia,Hong Kong,1,0.0,[0.6666666666666666],[0.6666666666666666]
Q114,Asia,Malaysia,1,0.0,[0.3333333333333333],[0.3333333333333333]
Q114,Asia,Pakistan,3,0.11111111111111112,"[0.6666666666666666, 0.6666666666666666, 0.3333333333333333]","[0.3333333333333333, 0.6666666666666666, 1.0]"
Q114,Asia,Philippines,1,0.6666666666666667,[0.3333333333333333],[1.0]
Q114,Europe,United Kingdom,4,0.33333333333333337,"[1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]"
Q121,Africa,Kenya,6,0.2916666666666667,"[0.75, 0.25, 0.5, 0.75, 0.5, 0.25]","[0.75, 0.5, 0.75, 1.0, 1.0, 0.75]"
Q121,Africa,Nigeria,6,0.125,"[1.0, 0.75, 0.0, 0.5, 0.75, 0.75]","[0.5, 0.75, 0.75, 1.0, 0.75, 0.75]"
Q121,America,Canada,10,0.125,"[0.25, 0.5, 0.5, 0.75, 0.75, 0.75, 0.5, 0.75, 0.5, 0.5]","[0.75, 0.75, 1.0, 0.75, 0.5, 0.5, 0.5, 0.75, 0.5, 1.0]"
Q121,America,United States,5,0.05,"[0.75, 1.0, 1.0, 0.75, 1.0]","[1.0, 1.0, 0.75, 0.75, 0.75]"
Q121,Asia,Bangladesh,1,0.0,[1.0],[1.0]
Q121,Asia,Hong Kong,1,0.5,[0.25],[0.75]
Q121,Asia,Malaysia,2,0.0,"[0.5, 0.75]","[0.75, 0.5]"
Q121,Asia,Pakistan,1,0.25,[0.75],[1.0]
Q121,Europe,United Kingdom,5,0.1,"[0.5, 0.75, 0.5, 1.0, 0.5]","[0.5, 0.75, 0.5, 0.75, 0.75]"
Q122,Africa,Kenya,3,0.5,"[1.0, 1.0, 0.0]","[0.5, 0.5, 0.5]"
Q122,Africa,Nigeria,3,0.5,"[1.0, 1.0, 1.0]","[0.5, 0.5, 0.5]"
Q122,America,Canada,12,0.16666666666666666,"[0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5]","[0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0]"
Q122,America,United States,4,0.125,"[1.0, 1.0, 0.5, 1.0]","[1.0, 1.0, 0.5, 0.5]"
Q122,Asia,Bangladesh,1,0.0,[0.5],[0.5]
Q122,Asia,Hong Kong,3,0.3333333333333333,"[1.0, 1.0, 1.0]","[0.5, 0.5, 1.0]"
Q122,Asia,Pakistan,2,0.25,"[0.0, 0.5]","[0.5, 0.5]"
Q122,Asia,Philippines,3,0.5,"[1.0, 0.0, 1.0]","[0.5, 0.5, 0.5]"
Q122,Europe,United Kingdom,13,0.19230769230769232,"[1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5]","[1.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5]"
Q123,Africa,Kenya,6,0.25,"[0.0, 1.0, 0.0, 0.5, 0.0, 0.5]","[1.0, 0.5, 0.5, 0.5, 0.5, 0.5]"
Q123,Africa,Nigeria,5,0.4,"[1.0, 0.0, 0.5, 0.0, 0.0]","[0.5, 0.5, 1.0, 1.0, 0.5]"
Q123,America,Canada,10,0.3,"[0.5, 1.0, 1.0, 0.5, 1.0, 0.0, 0.5, 1.0, 1.0, 1.0]","[0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5]"
Q123,America,United States,8,0.25,"[0.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 0.5, 0.5]"
Q123,Asia,Bangladesh,2,0.5,"[0.0, 0.5]","[0.5, 1.0]"
Q123,Asia,Hong Kong,1,0.5,[1.0],[0.5]
Q123,Asia,Pakistan,3,0.0,"[1.0, 1.0, 0.5]","[1.0, 0.5, 1.0]"
Q123,Asia,Philippines,2,0.5,"[1.0, 1.0]","[0.5, 0.5]"
Q123,Europe,United Kingdom,6,0.25,"[1.0, 0.5, 0.5, 0.5, 1.0, 1.0]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
Q131,Africa,Kenya,4,0.5833333333333334,"[0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]","[1.0, 0.6666666666666666, 1.0, 0.6666666666666666]"
Q131,Africa,Nigeria,3,0.2222222222222222,"[0.3333333333333333, 0.6666666666666666, 0.0]","[0.0, 0.3333333333333333, 0.0]"
Q131,America,Canada,10,0.13333333333333336,"[0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 1.0]","[0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 1.0, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666]"
Q131,America,United States,7,0.1904761904761905,"[0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666]","[1.0, 0.6666666666666666, 0.3333333333333333, 1.0, 0.0, 0.0, 0.3333333333333333]"
Q131,Asia,Hong Kong,1,0.3333333333333333,[0.3333333333333333],[0.6666666666666666]
Q131,Asia,Malaysia,1,0.3333333333333333,[0.0],[0.3333333333333333]
Q131,Asia,Pakistan,1,0.0,[0.3333333333333333],[0.3333333333333333]
Q131,Asia,Philippines,1,0.33333333333333337,[0.6666666666666666],[1.0]
Q131,Europe,United Kingdom,9,0.18518518518518517,"[0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[1.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 1.0, 1.0]"
Q132,Africa,Kenya,1,0.3333333333333333,[0.6666666666666666],[0.3333333333333333]
Q132,Africa,Nigeria,4,0.0,"[0.6666666666666666, 1.0, 0.6666666666666666, 0.3333333333333333]","[0.3333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666]"
Q132,America,Canada,14,0.19047619047619047,"[0.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.3333333333333333, 1.0, 0.3333333333333333]","[1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0]"
Q132,America,United States,4,0.41666666666666663,"[1.0, 0.6666666666666666, 1.0, 1.0]","[0.0, 1.0, 0.0, 1.0]"
Q132,Asia,Bangladesh,2,0.8333333333333334,"[1.0, 1.0]","[0.0, 0.3333333333333333]"
Q132,Asia,Hong Kong,2,0.3333333333333333,"[1.0, 0.6666666666666666]","[1.0, 0.0]"
Q132,Asia,Malaysia,3,0.3333333333333333,"[0.6666666666666666, 0.6666666666666666, 0.0]","[1.0, 0.3333333333333333, 1.0]"
Q132,Asia,Pakistan,4,0.25,"[0.3333333333333333, 0.3333333333333333, 1.0, 0.3333333333333333]","[0.0, 0.6666666666666666, 0.0, 1.0]"
Q132,Asia,Philippines,3,0.4444444444444445,"[0.6666666666666666, 0.3333333333333333, 0.6666666666666666]","[1.0, 0.0, 0.0]"
Q132,Europe,United Kingdom,5,0.06666666666666667,"[0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333]","[1.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666]"
Q133,Africa,Kenya,3,0.11111111111111112,"[0.0, 1.0, 0.3333333333333333]","[0.6666666666666666, 0.3333333333333333, 0.0]"
Q133,Africa,Nigeria,4,0.16666666666666669,"[0.0, 0.0, 1.0, 0.0]","[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]"
Q133,America,Canada,8,0.29166666666666663,"[0.6666666666666666, 0.3333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666]"
Q133,America,United States,4,0.5,"[0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0, 1.0]"
Q133,Asia,Bangladesh,1,0.33333333333333337,[0.6666666666666666],[1.0]
Q133,Asia,Hong Kong,2,0.3333333333333333,"[0.6666666666666666, 0.6666666666666666]","[0.0, 0.6666666666666666]"
Q133,Asia,Malaysia,2,0.16666666666666669,"[0.6666666666666666, 1.0]","[0.6666666666666666, 0.6666666666666666]"
Q133,Asia,Pakistan,4,0.0,"[1.0, 0.6666666666666666, 0.3333333333333333, 1.0]","[1.0, 0.6666666666666666, 1.0, 0.3333333333333333]"
Q133,Asia,Philippines,2,0.8333333333333333,"[0.0, 0.0]","[1.0, 0.6666666666666666]"
Q133,Europe,United Kingdom,8,0.20833333333333334,"[0.3333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 1.0, 0.3333333333333333, 0.6666666666666666, 1.0]"
Q158,Africa,Kenya,6,0.40740740740740744,"[1.0, 1.0, 0.5555555555555556, 0.0, 0.2222222222222222, 0.7777777777777778]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q158,Africa,Nigeria,2,0.0,"[1.0, 1.0]","[1.0, 1.0]"
Q158,America,Canada,9,0.271604938271605,"[0.7777777777777778, 0.3333333333333333, 0.7777777777777778, 0.6666666666666666, 0.8888888888888888, 0.5555555555555556, 1.0, 1.0, 0.5555555555555556]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q158,America,United States,6,0.3703703703703704,"[0.8888888888888888, 0.4444444444444444, 0.7777777777777778, 0.7777777777777778, 0.4444444444444444, 0.4444444444444444]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q158,Asia,Bangladesh,2,0.2222222222222222,"[0.7777777777777778, 0.7777777777777778]","[1.0, 1.0]"
Q158,Asia,Hong Kong,1,0.11111111111111116,[0.8888888888888888],[1.0]
Q158,Asia,Malaysia,3,0.2222222222222222,"[0.7777777777777778, 0.7777777777777778, 0.7777777777777778]","[1.0, 1.0, 1.0]"
Q158,Asia,Pakistan,3,0.22222222222222224,"[0.3333333333333333, 1.0, 1.0]","[1.0, 1.0, 1.0]"
Q158,Asia,Philippines,2,0.4444444444444445,"[0.6666666666666666, 0.4444444444444444]","[1.0, 1.0]"
Q158,Europe,United Kingdom,7,0.46031746031746035,"[0.8888888888888888, 0.5555555555555556, 0.1111111111111111, 0.5555555555555556, 0.5555555555555556, 0.4444444444444444, 0.6666666666666666]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q159,Africa,Kenya,4,0.25,"[1.0, 0.4444444444444444, 0.7777777777777778, 0.7777777777777778]","[1.0, 1.0, 1.0, 1.0]"
Q159,Africa,Nigeria,8,0.25,"[0.8888888888888888, 0.4444444444444444, 0.8888888888888888, 0.4444444444444444, 1.0, 0.4444444444444444, 1.0, 0.8888888888888888]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q159,America,Canada,7,0.23809523809523814,"[0.3333333333333333, 1.0, 1.0, 1.0, 0.3333333333333333, 0.8888888888888888, 0.7777777777777778]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q159,America,United States,7,0.41269841269841273,"[0.5555555555555556, 0.6666666666666666, 0.4444444444444444, 1.0, 0.6666666666666666, 0.4444444444444444, 0.3333333333333333]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q159,Asia,Bangladesh,1,0.0,[1.0],[1.0]
Q159,Asia,Hong Kong,2,0.5,"[0.7777777777777778, 0.2222222222222222]","[1.0, 1.0]"
Q159,Asia,Pakistan,4,0.25,"[1.0, 0.7777777777777778, 1.0, 0.2222222222222222]","[1.0, 1.0, 1.0, 1.0]"
Q159,Europe,United Kingdom,9,0.30864197530864196,"[0.2222222222222222, 0.6666666666666666, 1.0, 0.7777777777777778, 0.6666666666666666, 0.4444444444444444, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q160,Africa,Kenya,5,0.6444444444444446,"[0.3333333333333333, 0.0, 0.6666666666666666, 0.7777777777777778, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]"
Q160,Africa,Nigeria,5,0.5111111111111111,"[0.3333333333333333, 0.4444444444444444, 1.0, 0.5555555555555556, 0.1111111111111111]","[1.0, 1.0, 1.0, 1.0, 1.0]"
Q160,America,Canada,14,0.6428571428571429,"[1.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.8888888888888888, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0, 0.5555555555555556, 0.4444444444444444, 0.4444444444444444]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q160,America,United States,3,0.5185185185185185,"[0.4444444444444444, 0.0, 1.0]","[1.0, 1.0, 1.0]"
Q160,Asia,Pakistan,4,0.6111111111111112,"[0.6666666666666666, 0.0, 0.2222222222222222, 0.6666666666666666]","[1.0, 1.0, 1.0, 1.0]"
Q160,Asia,Philippines,2,0.6111111111111112,"[0.3333333333333333, 0.4444444444444444]","[1.0, 1.0]"
Q160,Europe,United Kingdom,6,0.5740740740740741,"[0.5555555555555556, 0.2222222222222222, 0.8888888888888888, 0.1111111111111111, 0.0, 0.7777777777777778]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q164,Africa,Kenya,6,0.07407407407407407,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5555555555555556]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q164,Africa,Nigeria,4,0.0,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
Q164,America,Canada,9,0.5925925925925926,"[0.4444444444444444, 0.7777777777777778, 0.0, 0.0, 0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 1.0, 0.4444444444444444]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q164,America,United States,6,0.1851851851851852,"[1.0, 0.7777777777777778, 1.0, 0.5555555555555556, 1.0, 0.5555555555555556]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q164,Asia,Bangladesh,2,0.2222222222222222,"[0.5555555555555556, 1.0]","[1.0, 1.0]"
Q164,Asia,Hong Kong,1,1.0,[0.0],[1.0]
Q164,Asia,Malaysia,4,0.19444444444444445,"[1.0, 0.7777777777777778, 0.4444444444444444, 1.0]","[1.0, 1.0, 1.0, 1.0]"
Q164,Asia,Pakistan,2,0.5,"[0.0, 1.0]","[1.0, 1.0]"
Q164,Asia,Philippines,2,0.0,"[1.0, 1.0]","[1.0, 1.0]"
Q164,Europe,United Kingdom,7,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
Q165,Africa,Kenya,3,0.6666666666666666,"[0.0, 0.0, 0.0]","[1.0, 0.0, 1.0]"
Q165,Africa,Nigeria,7,0.7142857142857143,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
Q165,America,Canada,7,0.0,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
Q165,America,United States,5,0.4,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 0.0]"
Q165,Asia,Bangladesh,1,1.0,[0.0],[1.0]
Q165,Asia,Hong Kong,1,0.0,[1.0],[1.0]
Q165,Asia,Malaysia,1,0.0,[0.0],[0.0]
Q165,Asia,Philippines,2,1.0,"[0.0, 0.0]","[1.0, 1.0]"
Q165,Europe,United Kingdom,9,0.3333333333333333,"[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]"
Q166,Africa,Kenya,7,0.14285714285714285,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
Q166,Africa,Nigeria,5,0.4,"[1.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 0.0]"
