question_key,continent,country,n,emd,correct_answers,predicted_answers
Q108,Europe,United Kingdom,7,0.47619047619047616,"[1.0, 0.2222222222222222, 0.5555555555555556, 0.0, 0.1111111111111111, 0.4444444444444444, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q112,Africa,Kenya,7,0.888888888888889,"[1.0, 0.8888888888888888, 1.0, 1.0, 0.7777777777777778, 1.0, 0.5555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q112,Africa,Nigeria,7,0.888888888888889,"[0.7777777777777778, 0.7777777777777778, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q112,America,Canada,9,0.5925925925925926,"[0.3333333333333333, 0.6666666666666666, 0.7777777777777778, 0.4444444444444444, 0.4444444444444444, 0.2222222222222222, 0.6666666666666666, 0.7777777777777778, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q112,America,United States,6,0.8148148148148149,"[0.6666666666666666, 1.0, 0.8888888888888888, 1.0, 0.5555555555555556, 0.7777777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q112,Asia,Bangladesh,3,0.9629629629629629,"[1.0, 1.0, 0.8888888888888888]","[0.0, 0.0, 0.0]"
Q112,Asia,Malaysia,3,0.8518518518518517,"[0.6666666666666666, 1.0, 0.8888888888888888]","[0.0, 0.0, 0.0]"
Q112,Asia,Pakistan,3,0.8148148148148149,"[1.0, 1.0, 0.4444444444444444]","[0.0, 0.0, 0.0]"
Q112,Europe,United Kingdom,6,0.6296296296296297,"[0.6666666666666666, 0.8888888888888888, 0.4444444444444444, 0.4444444444444444, 0.5555555555555556, 0.7777777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q113,Africa,Kenya,4,0.5,"[0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0]"
Q113,Africa,Nigeria,3,0.5555555555555555,"[0.6666666666666666, 0.6666666666666666, 0.3333333333333333]","[0.0, 0.0, 0.0]"
Q113,America,Canada,10,0.39999999999999997,"[0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q113,America,United States,5,0.3333333333333333,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q113,Asia,Bangladesh,4,0.5833333333333333,"[0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0]"
Q113,Asia,Pakistan,2,0.5,"[0.3333333333333333, 0.6666666666666666]","[0.0, 0.0]"
Q113,Asia,Philippines,1,0.3333333333333333,[0.3333333333333333],[0.0]
Q113,Europe,United Kingdom,7,0.5238095238095237,"[0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q114,Africa,Kenya,4,0.5,"[1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0]"
Q114,Africa,Nigeria,5,0.5999999999999999,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q114,America,Canada,12,0.47222222222222227,"[0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q114,America,United States,3,0.4444444444444444,"[0.3333333333333333, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0]"
Q114,Asia,Bangladesh,3,0.4444444444444444,"[0.6666666666666666, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.0, 0.0]"
Q114,Asia,Malaysia,1,0.3333333333333333,[0.3333333333333333],[0.0]
Q114,Asia,Pakistan,3,0.5555555555555555,"[0.6666666666666666, 0.6666666666666666, 0.3333333333333333]","[0.0, 0.0, 0.0]"
Q114,Asia,Philippines,1,0.3333333333333333,[0.3333333333333333],[0.0]
Q114,Europe,United Kingdom,4,0.5,"[1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0]"
Q121,Africa,Kenya,6,0.5,"[0.75, 0.25, 0.5, 0.75, 0.5, 0.25]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q121,Africa,Nigeria,6,0.625,"[1.0, 0.75, 0.0, 0.5, 0.75, 0.75]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q121,America,Canada,10,0.575,"[0.25, 0.5, 0.5, 0.75, 0.75, 0.75, 0.5, 0.75, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q121,America,United States,5,0.9,"[0.75, 1.0, 1.0, 0.75, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q121,Asia,Bangladesh,1,1.0,[1.0],[0.0]
Q121,Asia,Malaysia,2,0.625,"[0.5, 0.75]","[0.0, 0.0]"
Q121,Asia,Pakistan,1,0.75,[0.75],[0.0]
Q121,Europe,United Kingdom,5,0.65,"[0.5, 0.75, 0.5, 1.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q122,Africa,Kenya,3,0.6666666666666666,"[1.0, 1.0, 0.0]","[0.0, 0.0, 0.0]"
Q122,Africa,Nigeria,3,1.0,"[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]"
Q122,America,Canada,12,0.7916666666666666,"[0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q122,America,United States,4,0.875,"[1.0, 1.0, 0.5, 1.0]","[0.0, 0.0, 0.0, 0.0]"
Q122,Asia,Bangladesh,1,0.5,[0.5],[0.0]
Q122,Asia,Pakistan,2,0.25,"[0.0, 0.5]","[0.0, 0.0]"
Q122,Asia,Philippines,3,0.6666666666666666,"[1.0, 0.0, 1.0]","[0.0, 0.0, 0.0]"
Q122,Europe,United Kingdom,13,0.8076923076923077,"[1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q123,Africa,Kenya,6,0.3333333333333333,"[0.0, 1.0, 0.0, 0.5, 0.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q123,Africa,Nigeria,5,0.3,"[1.0, 0.0, 0.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q123,America,Canada,10,0.75,"[0.5, 1.0, 1.0, 0.5, 1.0, 0.0, 0.5, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q123,America,United States,8,0.5,"[0.0, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q123,Asia,Bangladesh,2,0.25,"[0.0, 0.5]","[0.0, 0.0]"
Q123,Asia,Pakistan,3,0.8333333333333334,"[1.0, 1.0, 0.5]","[0.0, 0.0, 0.0]"
Q123,Asia,Philippines,2,1.0,"[1.0, 1.0]","[0.0, 0.0]"
Q123,Europe,United Kingdom,6,0.75,"[1.0, 0.5, 0.5, 0.5, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q131,Africa,Kenya,4,0.25,"[0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0]"
Q131,Africa,Nigeria,3,0.3333333333333333,"[0.3333333333333333, 0.6666666666666666, 0.0]","[0.0, 0.0, 0.0]"
Q131,America,Canada,10,0.4333333333333333,"[0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q131,America,United States,7,0.47619047619047616,"[0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q131,Asia,Malaysia,1,0.0,[0.0],[0.0]
Q131,Asia,Pakistan,1,0.3333333333333333,[0.3333333333333333],[0.0]
Q131,Asia,Philippines,1,0.6666666666666666,[0.6666666666666666],[0.0]
Q131,Europe,United Kingdom,9,0.48148148148148145,"[0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q132,Africa,Kenya,1,0.6666666666666666,[0.6666666666666666],[0.0]
Q132,Africa,Nigeria,4,0.6666666666666666,"[0.6666666666666666, 1.0, 0.6666666666666666, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0]"
Q132,America,Canada,14,0.6190476190476192,"[0.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.3333333333333333, 1.0, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q132,America,United States,4,0.9166666666666666,"[1.0, 0.6666666666666666, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
Q132,Asia,Bangladesh,2,1.0,"[1.0, 1.0]","[0.0, 0.0]"
Q132,Asia,Malaysia,3,0.4444444444444444,"[0.6666666666666666, 0.6666666666666666, 0.0]","[0.0, 0.0, 0.0]"
Q132,Asia,Pakistan,4,0.5,"[0.3333333333333333, 0.3333333333333333, 1.0, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0]"
Q132,Asia,Philippines,3,0.5555555555555555,"[0.6666666666666666, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0]"
Q132,Europe,United Kingdom,5,0.7333333333333333,"[0.6666666666666666, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q133,Africa,Kenya,3,0.4444444444444444,"[0.0, 1.0, 0.3333333333333333]","[0.0, 0.0, 0.0]"
Q133,Africa,Nigeria,4,0.25,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Q133,America,Canada,8,0.7083333333333333,"[0.6666666666666666, 0.3333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q133,America,United States,4,0.5833333333333333,"[0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0]"
Q133,Asia,Bangladesh,1,0.6666666666666666,[0.6666666666666666],[0.0]
Q133,Asia,Malaysia,2,0.8333333333333333,"[0.6666666666666666, 1.0]","[0.0, 0.0]"
Q133,Asia,Pakistan,4,0.75,"[1.0, 0.6666666666666666, 0.3333333333333333, 1.0]","[0.0, 0.0, 0.0, 0.0]"
Q133,Asia,Philippines,2,0.0,"[0.0, 0.0]","[0.0, 0.0]"
Q133,Europe,United Kingdom,8,0.75,"[0.3333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q158,Africa,Kenya,6,0.5925925925925926,"[1.0, 1.0, 0.5555555555555556, 0.0, 0.2222222222222222, 0.7777777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q158,Africa,Nigeria,2,1.0,"[1.0, 1.0]","[0.0, 0.0]"
Q158,America,Canada,9,0.7283950617283951,"[0.7777777777777778, 0.3333333333333333, 0.7777777777777778, 0.6666666666666666, 0.8888888888888888, 0.5555555555555556, 1.0, 1.0, 0.5555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q158,America,United States,6,0.6296296296296297,"[0.8888888888888888, 0.4444444444444444, 0.7777777777777778, 0.7777777777777778, 0.4444444444444444, 0.4444444444444444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q158,Asia,Bangladesh,2,0.7777777777777778,"[0.7777777777777778, 0.7777777777777778]","[0.0, 0.0]"
Q158,Asia,Malaysia,3,0.7777777777777778,"[0.7777777777777778, 0.7777777777777778, 0.7777777777777778]","[0.0, 0.0, 0.0]"
Q158,Asia,Pakistan,3,0.7777777777777777,"[0.3333333333333333, 1.0, 1.0]","[0.0, 0.0, 0.0]"
Q158,Asia,Philippines,2,0.5555555555555556,"[0.6666666666666666, 0.4444444444444444]","[0.0, 0.0]"
Q158,Europe,United Kingdom,7,0.5396825396825397,"[0.8888888888888888, 0.5555555555555556, 0.1111111111111111, 0.5555555555555556, 0.5555555555555556, 0.4444444444444444, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q159,Africa,Kenya,4,0.75,"[1.0, 0.4444444444444444, 0.7777777777777778, 0.7777777777777778]","[0.0, 0.0, 0.0, 0.0]"
Q159,Africa,Nigeria,8,0.75,"[0.8888888888888888, 0.4444444444444444, 0.8888888888888888, 0.4444444444444444, 1.0, 0.4444444444444444, 1.0, 0.8888888888888888]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q159,America,Canada,7,0.7619047619047619,"[0.3333333333333333, 1.0, 1.0, 1.0, 0.3333333333333333, 0.8888888888888888, 0.7777777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q159,America,United States,7,0.5873015873015872,"[0.5555555555555556, 0.6666666666666666, 0.4444444444444444, 1.0, 0.6666666666666666, 0.4444444444444444, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q159,Asia,Bangladesh,1,1.0,[1.0],[0.0]
Q159,Asia,Pakistan,4,0.75,"[1.0, 0.7777777777777778, 1.0, 0.2222222222222222]","[0.0, 0.0, 0.0, 0.0]"
Q159,Europe,United Kingdom,9,0.691358024691358,"[0.2222222222222222, 0.6666666666666666, 1.0, 0.7777777777777778, 0.6666666666666666, 0.4444444444444444, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q160,Africa,Kenya,5,0.3555555555555555,"[0.3333333333333333, 0.0, 0.6666666666666666, 0.7777777777777778, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q160,Africa,Nigeria,5,0.48888888888888893,"[0.3333333333333333, 0.4444444444444444, 1.0, 0.5555555555555556, 0.1111111111111111]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q160,America,Canada,14,0.35714285714285715,"[1.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.8888888888888888, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0, 0.1111111111111111, 0.0, 0.5555555555555556, 0.4444444444444444, 0.4444444444444444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q160,America,United States,3,0.48148148148148145,"[0.4444444444444444, 0.0, 1.0]","[0.0, 0.0, 0.0]"
Q160,Asia,Pakistan,4,0.38888888888888884,"[0.6666666666666666, 0.0, 0.2222222222222222, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0]"
Q160,Asia,Philippines,2,0.38888888888888884,"[0.3333333333333333, 0.4444444444444444]","[0.0, 0.0]"
Q160,Europe,United Kingdom,6,0.4259259259259259,"[0.5555555555555556, 0.2222222222222222, 0.8888888888888888, 0.1111111111111111, 0.0, 0.7777777777777778]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q164,Africa,Kenya,6,0.9259259259259259,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q164,Africa,Nigeria,4,1.0,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
Q164,America,Canada,9,0.40740740740740744,"[0.4444444444444444, 0.7777777777777778, 0.0, 0.0, 0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 1.0, 0.4444444444444444]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q164,America,United States,6,0.8148148148148149,"[1.0, 0.7777777777777778, 1.0, 0.5555555555555556, 1.0, 0.5555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q164,Asia,Bangladesh,2,0.7777777777777778,"[0.5555555555555556, 1.0]","[0.0, 0.0]"
Q164,Asia,Malaysia,4,0.8055555555555556,"[1.0, 0.7777777777777778, 0.4444444444444444, 1.0]","[0.0, 0.0, 0.0, 0.0]"
Q164,Asia,Pakistan,2,0.5,"[0.0, 1.0]","[0.0, 0.0]"
Q164,Asia,Philippines,2,1.0,"[1.0, 1.0]","[0.0, 0.0]"
Q164,Europe,United Kingdom,7,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q165,Africa,Kenya,3,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
Q165,Africa,Nigeria,7,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q165,America,Canada,7,0.42857142857142855,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q165,America,United States,5,0.2,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q165,Asia,Bangladesh,1,0.0,[0.0],[0.0]
Q165,Asia,Malaysia,1,0.0,[0.0],[0.0]
Q165,Asia,Philippines,2,0.0,"[0.0, 0.0]","[0.0, 0.0]"
Q165,Europe,United Kingdom,9,0.7777777777777778,"[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q166,Africa,Kenya,7,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q166,Africa,Nigeria,5,0.6,"[1.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q166,America,Canada,13,0.3076923076923077,"[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q166,America,United States,4,0.25,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Q166,Asia,Malaysia,1,0.0,[0.0],[0.0]
Q166,Asia,Pakistan,1,0.0,[0.0],[0.0]
Q166,Asia,Philippines,2,0.5,"[0.0, 1.0]","[0.0, 0.0]"
Q166,Europe,United Kingdom,9,0.5555555555555556,"[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q176,Africa,Kenya,3,0.4444444444444444,"[0.4444444444444444, 0.6666666666666666, 0.2222222222222222]","[0.0, 0.0, 0.0]"
Q176,Africa,Nigeria,5,0.6444444444444444,"[1.0, 0.5555555555555556, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q176,America,Canada,16,0.46527777777777773,"[0.3333333333333333, 0.8888888888888888, 0.8888888888888888, 0.0, 0.4444444444444444, 0.3333333333333333, 0.5555555555555556, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.7777777777777778, 0.8888888888888888, 0.5555555555555556, 0.5555555555555556]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Q176,America,United States,5,0.5111111111111111,"[0.7777777777777778, 0.6666666666666666, 0.7777777777777778, 0.1111111111111111, 0.2222222222222222]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q176,Asia,Bangladesh,4,0.41666666666666663,"[0.6666666666666666, 0.5555555555555556, 0.4444444444444444, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Q176,Asia,Malaysia,5,0.4222222222222222,"[0.5555555555555556, 0.4444444444444444, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Q176,Asia,Pakistan,2,0.9444444444444444,"[0.8888888888888888, 1.0]","[0.0, 0.0]"
Q176,Asia,Philippines,2,0.5555555555555556,"[0.7777777777777778, 0.3333333333333333]","[0.0, 0.0]"
